sku,mfgn,qty,price,map,mrp,list,wt,1stclass
10001,"1930.3",3,"977.66","","","1838.00",14,0
10007,"1931.3",4,"977.66","","","1838.00",14,0
10010,9403,7,"16.94","","","30.50","0.1",1
10013,"1939.3",0,"721.81","","","1357.00",12,0
10015,9428,2,"55.00","","","99.00","0.8",0
10018,2215,1,"14.41","","","24.50","0.1",1
10020,2228,1,"2.06","","","2.99","0.1",1
10021,6001,7,"57.67","","","103.80","0.1",1
10024,6003,7,"57.67","","","103.80","0.1",1
10025,"1928.3",1,"107.78","","","194.00",1,0
10026,6002,2,"29.89","","","53.80","0.1",1
10027,"1927.3",1,"244.44","","","440.00",1,0
10030,"9283.3",3,"292.22","","","526.00","1.5",0
10036,"AT130",0,"436.50","","","690.00","7.2",0
10043,9430,2,"89.33","","","160.80","0.8",1
10046,"HM157B 11",2,"90.66","109.00","","175.00","1.6",0
10149,"SP24",0,"41.46","","","57.00",1,0
10156,"BP215N",1,"69.84","","","90.00","0.3",1
10157,"BC147SA 14",1,"10.91","","","15.00","0.5",1
10158,"BP224",0,"45.84","","","63.00","0.4",1
10167,"MB75",13,"25.46","","","35.00","0.2",1
10169,"OPC999",3,"38.03","","","49.00","0.6",1
10171,"M88 01",21,"229.38","","","444.00","2.1",0
10207,"MB69",8,"26.91","","","37.00","0.2",1
10341,"X-10-M",5,"24.40","","","","0.3",1
10342,"SS-1002",1,"149.47","","","","2.1",0
10345,"SS-2000",2,"259.31","","","","2.9",0
10348,"FN-201",0,"218.84","","","","2.9",0
10349,"BN-202",2,"231.82","","","","2.8",0
10350,"SP-5-B",0,"510.91","","","","5.9",0
10351,"F-50",2,"48.35","","","","0.9",0
10352,"SS-5000",0,"449.98","","","","5.7",0
10353,"F-50W",3,"48.35","","","","0.9",0
10354,"B-51",4,"47.54","","","",1,0
10355,"S-53",4,"47.54","","","","0.8",0
10357,"V-57W.2",3,"51.42","","","","0.8",0
10360,"HF-742",2,"132.00","","","","2.1",0
10361,"HF-743",2,"132.00","","","","2.05",0
10366,"B-80",4,"92.31","","","","1.7",0
10367,"B-81",5,"92.31","","","","1.4",0
10368,"F-82",3,"88.31","","","","1.4",0
10369,"F-83",0,"88.31","","","","1.2",0
10373,"RU-90",4,"79.07","","","","1.3",0
10374,"DNB-200",1,"295.89","","","","3.6",0
10377,"DNP-200",2,"295.89","","","","3.6",0
10378,"YB-500",0,"682.69","","","","17.35",0
10391,"220SW",1,"30.00","","","40.00","1.4",0
10394,"MMB-84",34,"13.60","","","17.00","0.2",1
10406,"E25025",3,"95.82","","","114.99","2.6",0
10441,"SP-80-4",0,"1819.30","","","2599.00","20.6",0
10442,"SP-80-3",1,"1679.30","","","2399.00","23.15",1
10446,"SRA-1",1,"367.50","","","525.00","1.05",0
10471,"SP-70-4",0,"1819.30","","","2599.00",14,0
10472,"SP-70-3",0,"1679.30","","","2399.00","22.75",1
10490,"GPS-90MKII",3,"328.30","","","469.00","5.6",0
10510,"MS-2",1,"50.00","","","99.00",1,0
10532,"X-11Y",3,"29.80","","","","0.3",1
10533,"FNW-201",1,"218.84","","","","2.9",0
10534,"HF-742W",0,"132.00","","","","2.1",0
10535,"HF-743W",2,"132.00","","","","2.1",0
10536,"F-82W",1,"88.31","","","","1.5",0
10537,"F-83W",3,"88.31","","","","1.3",0
10539,"RA-91",3,"47.54","","","","0.8",1
10540,"RA-93",3,"47.54","","","","0.8",0
10541,"BN-C",5,"17.56","","","","0.4",1
10543,"H-71-C",4,"15.61","","","","0.2",1
10544,"HV-C",1,"15.61","","","","0.3",1
10545,"LL-C",0,"21.14","","","","0.3",1
10548,"N-203-C",3,"16.29","","","","0.3",1
10549,"NC-20",2,"21.14","","","","0.3",1
10550,"GM-5-C",2,"33.89","","","","0.3",1
10552,"010-10117-02",37,"6.96","","","12.69","0.18",1
10557,"010-10052-04",3,"69.99","","","99.99","0.55",1
10562,"010-10082-00",10,"19.58","","","27.96","0.25",1
10563,"010-10085-00",3,"12.81","","","23.30","0.33",1
10578,"010-10083-00",7,"16.31","","","23.30","0.5",1
10587,4208,0,"27.64","","","50.95",2,0
10591,"176-1",1,"130.60","","","306.95",15,0
10595,390,0,"132.95","","","312.95",20,0
10596,393,28,"185.98","","","437.95","5.2",0
10597,"396-1",16,"76.17","","","179.95","2.9",0
10599,"399-1M",5,"153.25","","","363.95","5.2",0
10601,4018,5,"237.56","","","558.95",25,0
10602,"4018-M",3,"266.43","","","626.95",25,0
10603,"4050-B",0,"61.02","","","143.95","2.4",0
10604,4051,1,"40.75","","","96.95","1.4",0
10605,420,0,"69.08","","","162.95","3.2",0
10609,4351,10,"42.84","","","101.95","1.4",0
10612,476,3,"526.26","","","1236.95",40,0
10618,5018,36,"294.35","","","691.95","11.6",0
10627,"5206-N",108,"31.91","","","84.95","2.4",0
10631,5215,33,"38.78","","","98.95","1.5",0
10632,"5215-C-X",11,"76.17","","","179.95","4.2",0
10635,"5223-XT",0,"88.42","","","242.95","2.2",0
10636,"5225-XT",231,"90.51","","","253.95","2.2",0
10637,"5226-XT",34,"117.16","","","294.95","2.4",0
10640,5230,8,"254.60","","","598.95",11,0
10642,5300,0,"356.35","","","837.95",30,0
10645,5390,3,"263.13","","","618.95",11,0
10648,5911,6,"41.41","","","97.95","0.9",1
10654,4008,11,"74.78","","","195.95","2.5",0
10656,"4008-4",9,"57.97","","","161.95","2.8",0
10657,407,5,"46.53","","","104.95","2.2",0
10658,"408-R",24,"12.63","","","26.95","0.6",1
10659,"409-R",20,"71.68","","","153.95","2.7",0
10660,"410-R",25,"57.40","","","122.95",2,0
10661,"4186-BP",131,"5.57","","","11.85","0.5",1
10662,"4186-U",16,"5.88","","","12.88","0.7",1
10663,4187,224,"27.29","","","83.17",2,0
10666,4191,0,"45.38","","","96.95","1.4",0
10668,4352,7,"23.49","","","53.95","0.38",1
10672,"4364-B",28,"18.60","","","39.09","0.5",0
10673,4365,57,"16.49","","","37.95","0.7",0
10676,"495-B",10,"17.53","","","37.95","0.6",1
10679,5228,6,"108.49","","","252.95","2.4",0
10680,"5228-4",9,"82.80","","","194.95","2.8",0
10682,"81-S",7,"43.18","","","98.95","1.4",0
10688,"3940.1",0,"97.78","","","176.00","3.4",0
10700,"01-0148",0,"530.00","","","795.00","2.1",0
10702,"01-0115",0,"1007.50","","","1395.00","6.3",0
10704,"01-0117-0001",0,"530.00","","","795.00","2.2",0
10705,"01-0118-0001",6,"530.00","","","795.00","2.1",0
10780,"7000-231-1",0,"392.50","","","785.00","1.9",0
10781,"7000-231-2",0,"445.00","","","890.00","2.4",0
10782,"7000-20B-1",0,"392.50","","","785.00","2.1",0
10783,"7000-20B-2",0,"445.00","","","890.00","3.8",0
10784,"9000-231-1",0,"496.50","","","993.00",2,0
10785,"9000-231-2",0,"566.50","","","1133.00","2.5",0
10786,"9000-20B-1",0,"496.50","","","993.00","2.2",0
10787,"9000-20B-2",0,"566.50","","","1133.00","2.8",0
10840,2100,1,"39.61","","","49.95","0.8",1
10842,"2300A",2,"91.66","","","118.95","1.6",0
10844,"2303A",2,"124.66","","","146.95","1.6",0
10850,"84-2056-01",28,"100.83","","","165.00","1.25",0
11049,483,0,"90.71","","","193.95","9.7",0
11052,"CS-2",0,"43.34","","","92.95","0.9",1
11116,"720003-1",0,"34.49","","","49.99","0.5",1
11117,"720003-2",18,"48.29","","","69.99",1,0
11123,"740011-1",34,"17.24","","","24.99","0.6",0
11129,"720002-1",89,"14.71","","","19.99","0.3",1
11161,"730000-1",10,"48.29","","","69.99","0.8",1
11188,"SPC-15RP",22,"22.33","","","69.95","2.7",0
11196,"SPC-40RP",16,"27.83","","","59.95",4,0
11197,"SPC-5P",28,"9.33","","","17.95","1.2",0
11217,"MA4600",13,"35.24","","","62.95",3,0
11219,"MA1000RW",2,"26.19","","","39.95",1,0
11221,"MA4054W",18,"36.72","","","84.95",3,0
11222,"MA4055W",9,"44.65","","","94.95","3.1",0
11223,"MA4055B",9,"44.65","","","94.95","3.1",0
11224,"MA4056W",6,"50.53","","","104.95","3.9",0
11225,"MA4056B",3,"50.53","","","104.95","3.9",0
11227,"MA5500",6,"166.61","","","289.95","6.1",0
11228,"MA6500",14,"112.59","","","209.95","7.2",0
11229,"MA6600",13,"137.87","","","249.95","8.7",0
11230,"MA6800",0,"160.86","","","299.95","10.4",0
11231,"MA800W",14,"85.82","","","164.95","9.1",0
11233,"MA905B",6,"105.82","","","179.95","7.4",0
11234,"MA905W",8,"105.82","","","179.95","7.4",0
11235,"MB21W",22,"15.24","","","24.95","0.5",1
11236,"MB21B",20,"15.24","","","24.95","0.5",1
11237,"MB41W",25,"22.29","","","39.95","1.3",0
11238,"MB41B",25,"22.29","","","39.95","1.3",0
11241,"WC-3",7,"13.69","","","24.95","0.7",0
11243,"071723 23",0,"42.00","","","84.00","1.7",0
11259,"073620 01",0,"44.98","","","75.00","1.3",0
11260,"074041 01",4,"23.99","","","42.00","1.1",0
11261,"072108 15",0,"27.00","","","54.00","1.3",0
11273,"250/120ST",2,"91.00","","","130.00",2,0
11280,"250/50/200ST",2,"98.00","","","140.00","1.54",0
11301,"1700/50/200T",1,"112.00","","","160.00",3,0
11341,"E66074",4,"66.66","","","79.99","0.5",1
11348,"02-0493",1,"266.00","","","399.00","0.6",1
11349,"02-0407",2,"396.67","","","595.00","1.3",0
11489,484,0,"90.71","","","193.95","6.5",0
11607,"M95435",2,"166.66","","","199.99","4.7",0
11793,"525TID-TMD",1,"520.00","","","650.00","8.65",0
11794,"235DT-PSE",0,"220.00","","","275.00","2.2",0
11799,"001-410-540",0,"222.40","","","278.00","7.5",0
11800,"PG500R",1,"696.50","","","995.00","3.5",0
11804,"520-IHD",1,"140.00","","","175.00","2.6",0
11805,"AIR-033-270",1,"64.00","","","80.00","0.3",1
11806,"AIR-033-352",0,"60.00","","","75.00","2.5",0
11814,"AIR-033-391",0,"200.00","","","250.00","9.1",0
11817,"525T-BSD",1,"140.00","","","175.00","3.4",0
11963,"231-033-01",0,"122.22","","","180.00","0.8",1
11964,"201-038-01",1,"138.89","","","195.00","0.8",1
11969,"01-0145",0,"730.00","","","1095.00",4,0
11970,"32-0091-15",0,"52.00","","","72.00","0.2",1
12039,1066,5,"86.44","","","155.60","0.4",1
12150,"SS-1002W",2,"149.47","","","","2.1",0
12151,"SS-2000W",1,"259.31","","","","2.9",0
12152,"SS-5000W",2,"449.98","","","","5.8",0
12167,"5241-R",29,"55.34","","","130.95","2.5",0
12169,"CI2440A",2,"901.61","","","1763.15",63,0
12283,"MA9060B",5,"141.12","","","274.95",11,0
12284,"MA840W",30,"44.77","","","94.95","2.6",0
12285,"MA7060",6,"118.76","","","199.95",6,0
12286,"MA1000RB",3,"26.19","","","39.95",1,0
12542,"MA4054B",8,"36.72","","","84.95",3,0
12543,"MA800B",4,"85.82","","","164.95","9.1",0
12555,"01-0148-01",1,"530.00","","","795.00","2.1",0
12705,"CP17L",0,"21.83","","","30.00","0.2",1
12729,"BC119N 01",3,"54.56","","","75.00","0.5",1
12743,"M81120",14,"603.70","","","779.99","5.6",0
12744,"M81121",7,"750.76","","","969.99","7.6",0
12745,"M81105",9,"201.87","","","254.99","1.4",0
12760,"5310-R",0,"366.76","","","862.95",22,0
13034,"010-10121-00",3,"17.50","","","25.00","0.1",1
13045,"X-10-A",38,"24.38","","","","0.3",1
13048,"5228-1",1,"35.35","","","88.95","1.1",0
13049,"5228-2",4,"40.20","","","94.95","1.6",0
13109,"000-159-702",2,"36.00","","","45.00","0.4",1
13110,"AIR-033-428",1,"40.00","","","50.00","0.8",1
13112,"525ST-PWC",1,"100.00","","","125.00","2.5",0
13113,"526ST-MSC",0,"260.00","","","325.00","7.9",0
13153,"008-526-360",0,"52.00","","","65.00","0.2",1
13168,"E26031",0,"52.49","","","62.99",2,0
13169,"M78713-PZ",2,"79.16","","","94.99","1.4",0
13172,"P19007",0,"38.85","","","64.75","0.5",1
13173,"P19001",8,"38.85","","","64.75","0.6",1
13174,"P19006",4,"38.85","","","64.75","0.5",1
13175,"P19045",2,"141.45","","","235.75","3.3",0
13176,"5309-R",0,"371.49","","","873.95","15.8",0
13199,"BC121N",0,"201.72","","","305.00",5,0
13204,"OPC566",0,"122.23","","","168.00","1.5",0
13240,"MA6900",8,"183.85","","","299.95","15.5",0
13253,"AIR-033-226",0,"60.00","","","75.00","2.2",0
13254,"AIR-033-476",0,"40.00","","","50.00","1.9",0
13255,"AIR-033-073",0,"48.00","","","60.00","0.2",1
13256,"525STID-MSD",8,"260.00","","","325.00","7.9",0
13267,5101,236,"33.95","","","105.00","1.6",0
13292,"525STID-PWD",11,"100.00","","","125.00","2.6",0
13293,"520-5PSD",0,"140.00","","","175.00","1.6",0
13294,"ST-02MSB",0,"132.00","","","165.00","3.2",0
13295,"ST-02PSB",0,"84.00","","","105.00","1.9",0
13296,"CA200B-5",0,"700.00","","","875.00",7,0
13297,"CA200B-82M",0,"624.00","","","780.00",20,0
13298,"CA50/200-12M",0,"680.00","","","850.00","14.3",0
13300,"525T-BSC",0,"140.00","","","175.00","3.2",0
13309,"BBWGPS",3,"280.00","","","400.00",3,0
13317,"520-BLC",0,"140.00","","","175.00","3.4",0
13339,"ARP10",0,"476.00","","","595.00","0.25",1
13350,"520-BLD",1,"140.00","","","175.00","3.6",0
13354,"008-523-070",0,"396.00","","","495.00","0.1",1
13362,"000-041-405",0,"60.00","","","75.00","0.3",1
13366,"525T-PWD",0,"72.00","","","90.00",2,0
13372,"806-1000",3,"488.89","","","800.00","16.7",0
13374,"806-1800",2,"928.89","","","1520.00","19.4",0
13375,"806-1802",2,"928.89","","","1520.00","19.5",0
13381,"MA1610",14,"78.10","","","149.95","4.7",0
13390,"CA28F-8",0,"796.00","","","995.00","14.4",0
13473,"010-10193-02",0,"343.06","","","635.99","9.2",0
13474,"010-10192-01",1,"101.07","","","171.56","2.5",0
13478,"526ST-MSC7",0,"320.00","","","400.00",5,0
13479,"YB-600",0,"815.94","","","",28,0
13481,"ST-01PTB",1,"56.00","","","70.00",1,0
13483,"AIR-033-203",0,"68.00","","","85.00","0.5",1
13484,"706/50/200T",1,"490.00","","","700.00","11.6",0
13498,"E26019-PZ",2,"183.32","","","219.99","4.8",0
13500,"A12005",8,"417.95","","","539.99",5,0
13501,"A12004",0,"354.83","","","439.99",5,0
13528,"WC-400",15,"39.94","","","69.95","2.9",0
13536,"000-144-534",0,"80.00","","","100.00","1.3",0
13542,"LH3010",2,"24.00","","","30.00","1.4",0
13544,"CA50/200-1T",0,"680.00","","","850.00","13.7",0
13546,"M-1",2,"19.94","","","34.95","1.2",0
13560,"000-158-002",4,"28.00","","","35.00","0.4",1
13561,"CA50B-9B",0,"316.00","","","395.00","11.3",0
13571,"MA9060W",8,"141.12","","","274.95",11,0
13593,"010-10272-00",16,"57.91","","","82.73","1.43",0
13598,"AIR-033-204",1,"56.00","","","70.00","0.2",1
13628,"9004E",0,"41.33","","","68.89","0.92",0
13629,2001,5,"7.93","","","13.22","0.2",1
13630,"GPA017",2,"100.00","","","125.00","1.3",0
13642,"LH-3020",1,"19.96","","","24.95","0.5",1
13643,"000-159-695",1,"56.00","","","70.00",1,0
13646,"9282.3",2,"116.67","","","210.00","1.5",0
13648,"300/50/200T",0,"175.00","","","250.00",5,0
13666,"520-PLD",1,"80.00","","","100.00","1.8",0
13667,"000-135-397",2,"40.00","","","50.00","0.6",1
13719,"GPA018",1,"239.47","","","325.00","1.8",0
13723,5399,3,"178.64","","","417.95","6.8",0
13724,"4187HD",214,"30.60","","","98.83","2.2",0
13725,4353,4,"29.38","","","66.95","0.2",1
13726,5120,37,"49.23","","","112.95","4.1",0
13727,5102,24,"70.93","","","162.95","3.9",0
13728,4318,4,"100.53","","","236.95","2.9",0
13729,4319,1,"107.77","","","253.95","2.9",0
13735,"AS-2",8,"71.41","","","162.95","0.9",1
13748,"808-1800",5,"42.17","","","69.00","0.9",1
13753,4204,0,"49.92","","","117.95","3.1",0
13755,4202,1,"97.25","","","228.95","1.9",0
13759,"4357-S",19,"52.85","","","112.95","0.7",1
13767,"AIR-033-407",0,"72.00","","","90.00","0.3",1
13770,"AIR-033-333",1,"40.00","","","50.00","0.3",1
13775,"000-154-036",1,"60.00","","","75.00",1,0
13776,"FAX5",3,"360.00","","","450.00",3,0
13792,"SP-5-C",0,"510.91","","","","5.9",0
13809,"MA7500W",7,"97.59","","","184.95","6.6",0
13811,"MA7500B",3,"97.59","","","184.95","8.7",0
13815,"MA5950",6,"118.33","","","199.95","7.6",0
13827,"525-5PWD",2,"80.00","","","100.00","1.7",0
13828,"000-154-053",0,"60.00","","","75.00","0.5",1
13834,"CA50B-6B",0,"220.00","","","275.00","8.8",0
13846,"CA200B-5S",0,"220.00","","","275.00","5.4",0
13852,"AIR-033-351",0,"24.00","","","30.00","0.5",1
13856,"P102938",2,"33.90","","","56.50","0.2",1
13861,"CA50B-6G",1,"312.00","","","390.00","6.2",0
13876,4125,4,"10.68","","","17.80","0.1",1
13877,7234,10,"19.89","","","49.89","0.4",1
13878,7208,13,"10.80","","","21.59","0.2",1
13879,9353,1,"26.09","","","43.49","0.3",1
13880,8013,0,"25.16","","","41.94","0.3",1
13881,1002,10,"12.92","","","21.53","0.2",1
13882,8031,4,"5.97","","","9.96","0.1",1
13902,"E66008",6,"112.94","","","169.99","2.8",0
13934,8067,0,"23.97","","","39.96","0.1",1
13935,8030,7,"5.97","","","9.96","0.1",1
13936,8039,7,"23.97","","","39.96","0.1",1
13937,8065,0,"12.72","","","21.20","0.1",1
13938,2304,16,"7.56","","","16.84","0.2",1
13940,2305,24,"8.40","","","18.72","0.2",1
13941,2701,20,"9.95","","","22.11","0.2",1
13942,2709,4,"8.07","","","13.44","0.1",1
13943,2710,6,"9.41","","","15.68","0.1",1
13944,2301,0,"10.11","","","22.46","0.4",1
13945,2303,11,"13.15","","","29.25","0.4",1
13947,2302,21,"15.71","","","34.91","0.5",1
13948,2105,6,"33.00","","","73.45","0.8",1
13950,2003,11,"7.93","","","13.22","0.3",1
13951,2002,1,"7.93","","","13.22","0.3",1
13952,2103,4,"11.84","","","24.75","0.4",1
13953,2104,0,"64.24","","","107.10","1.7",0
13954,2708,0,"14.33","","","23.86","0.1",1
13955,2506,7,"4.52","","","7.53","2.1",0
13956,2508,2,"5.28","","","8.79","0.3",1
13957,2510,1,"6.00","","","10.00","0.3",1
13958,2512,9,"6.89","","","11.49","0.4",1
13959,9217,0,"2.61","","","4.36","0.1",1
13960,1001,7,"12.47","","","20.78","0.2",1
13961,1003,7,"14.28","","","23.80","0.3",1
13967,5018,4,"22.77","","","37.99","0.5",1
13969,5005,296,"15.88","","","26.46","0.4",1
13971,8068,0,"392.43","","","653.99","4.2",0
13972,8082,0,"308.81","","","514.71","3.3",0
13974,8080,0,"148.64","","","247.74","2.3",0
13975,8079,1,"70.73","","","117.89","0.5",1
13976,8051,0,"170.19","","","283.65","4.3",0
13979,8061,1,"141.33","","","235.54","1.4",0
13980,8081,1,"249.24","","","415.40","5.6",0
13981,8015,2,"58.88","","","123.01",4,0
13984,"B-51W",5,"47.54","","","","0.9",0
13993,"FN-203",3,"227.80","","","",3,0
13994,"FNW-203",1,"227.80","","","","2.9",0
14021,"520-5MSD",1,"236.00","","","295.00","3.4",0
14024,"740036-1",18,"10.34","","","14.99","0.2",1
14037,"5400-XT",13,"97.01","","","230.95","2.5",0
14038,"5401-XT",27,"97.01","","","230.95","3.1",0
14042,"5420-XT",9,"68.89","","","163.95","2.4",0
14043,"5421-XT",11,"68.89","","","163.95","2.4",0
14044,"5237-XT",1,"131.49","","","321.95","3.4",0
14058,"804-0100",6,"110.00","","","180.00","4.9",0
14065,"010-10314-00",12,"7.42","","","14.99","0.11",1
14066,"010-10267-00",9,"7.90","","","17.99","0.33",1
14067,"D284",6,"24.86","","","31.99","0.2",1
14068,"D285",1,"29.82","","","34.99","0.3",1
14069,"D286",0,"37.49","","","43.99","0.5",1
14070,"D287",1,"40.05","","","46.99","0.9",1
14071,"D288",0,"68.17","","","79.99","2.1",0
14073,"D244",4,"23.00","","","26.99","0.1",1
14076,"2612A",3,"131.94","","","219.95","4.7",0
14085,"M78717",2,"141.66","","","169.99","3.3",0
14086,"M78716",2,"133.32","","","159.99","3.7",0
14095,"93-24105SP-A",1,"390.17","","","763.00","9.6",0
14099,"529-VW",179,"151.76","","","328.39","5.7",0
14100,"528-VW",71,"109.41","","","233.53","2.4",0
14101,"532-VW",1,"412.80","","","864.91","13.2",0
14102,"567-CW",0,"159.43","","","334.04","3.1",0
14103,"563-CW",0,"152.41","","","319.33","2.6",0
14104,"549-EW",0,"194.94","","","394.52","4.9",0
14106,"531-AW",2,"103.28","","","209.02","2.1",0
14107,"538-AW",0,"129.84","","","272.05","3.7",0
14125,2702,30,"12.91","","","28.73","0.3",1
14150,"93-12105SP-A",2,"270.58","","","529.13","7.9",0
14154,"AUMOUNT-2",0,"316.00","","","395.00","3.5",0
14157,"010-10183-02",0,"258.61","","","369.98","7.7",0
14165,7202,6,"10.80","","","21.59","0.2",1
14166,7206,0,"10.80","","","21.59","0.2",1
14177,5133,2,"14.67","","","24.43","0.1",1
14181,"222-VW",0,"61.15","","","128.12","2.1",0
14182,"529-VB",9,"156.73","","","275.35","3.2",0
14235,"SK135",2,"187.49","","","249.99","4.7",0
14258,"82-0123-01",5,"91.67","","","150.00","1.2",0
14259,2404,15,"2.44","","","4.07","0.1",1
14260,2406,12,"3.32","","","5.54","0.1",1
14261,"544-SSW",0,"429.22","","","899.31","6.2",0
14360,"5208-3",2,"263.59","","","598.95",15,0
14365,"307/50/200T 8P",1,"175.00","","","250.00","4.5",0
14382,"W144",5,"46.58","","","58.99","0.8",1
14482,"3FB012U2",0,"432.50","","","865.00","3.2",0
14483,"3FB013U2",0,"432.50","","","865.00","2.5",0
14489,"ARP11",1,"476.00","","","595.00","0.2",1
14490,"000-154-027",1,"48.00","","","60.00","0.5",1
14491,"000-154-049",1,"76.00","","","95.00","0.6",1
14492,"000-154-050",0,"100.00","","","125.00","1.2",0
14494,"000-154-052",0,"192.00","","","240.00",5,0
14495,"235DST-PWE",1,"216.00","","","270.00","2.3",0
14496,"235-DT-MSE",0,"260.00","","","325.00","3.6",0
14497,"010-10231-01",2,"17.60","","","32.00","0.4",1
14521,"000-144-463",0,"48.00","","","60.00","0.1",1
14522,"000-159-689",3,"48.00","","","60.00","0.1",1
14523,"525T-BHC",0,"520.00","","","650.00",19,0
14524,"NX5",0,"316.00","","","395.00","1.45",0
14525,4700,2,"15.35","","","32.95","0.5",1
14526,"4700-1",6,"24.96","","","53.95","1.1",0
14527,"4700-2",4,"34.10","","","72.95","2.2",0
14533,4190,14,"30.42","","","69.95","1.3",0
14534,4705,8,"9.44","","","17.95","0.2",1
14538,4710,42,"12.01","","","25.95","0.4",1
14539,4711,46,"3.99","","","7.95","0.1",1
14541,4720,47,"15.79","","","31.95","0.4",1
14555,"TP10",6,"344.03","","","479.00","4.7",0
14561,2011,10,"5.28","","","8.80","0.1",1
14562,2101,7,"11.84","","","24.75","2.1",0
14563,2102,6,"14.84","","","24.75","0.4",1
14566,4100,0,"2.37","","","3.96","0.1",1
14567,4126,3,"9.17","","","19.16","0.1",1
14568,5020,12,"2.73","","","4.25","0.1",1
14569,5015,9,"26.81","","","44.69","0.6",1
14572,8086,1,"1093.84","","","1823.09","12.5",0
14573,8084,2,"621.12","","","1035.19","8.6",0
14574,8076,2,"391.79","","","653.01","4.1",0
14575,8074,0,"324.33","","","540.57","3.3",0
14576,8097,2,"176.07","","","293.49","2.4",0
14577,8096,0,"183.69","","","306.19","2.3",0
14578,8261,2,"140.00","","","233.35","5.6",0
14579,8262,2,"83.47","","","139.12","0.8",0
14580,"9001E",0,"31.37","","","52.28","3.2",0
14581,8184,0,"621.23","","","1035.39","8.9",0
14582,2402,7,"1.99","","","3.32","0.1",1
14583,2408,9,"3.84","","","6.41","0.1",1
14584,2410,5,"5.23","","","8.72","0.2",1
14585,2502,11,"2.63","","","4.37","0.1",1
14586,2504,6,"3.27","","","5.45","0.2",1
14587,2602,2,"4.61","","","7.69","0.2",1
14588,2604,4,"6.57","","","10.96","0.3",1
14589,2608,3,"12.41","","","20.69","0.4",1
14590,2610,3,"14.31","","","23.85","0.5",1
14592,9216,0,"2.61","","","4.36","0.1",1
14594,9218,0,"2.61","","","4.36","0.1",1
14597,7218,7,"10.80","","","21.59","0.2",1
14599,7226,8,"10.80","","","21.59","0.2",1
14600,7230,5,"10.80","","","21.59","0.2",1
14601,7233,1,"24.93","","","49.89","0.4",1
14602,7235,0,"24.93","","","49.89","0.3",1
14603,7260,1,"24.93","","","49.89","0.4",1
14604,7238,0,"24.93","","","49.89","0.4",1
14605,7240,0,"24.93","","","49.89","0.4",1
14606,7242,4,"24.93","","","49.89","0.3",1
14607,"010-10300-00",3,"22.27","","","31.80","0.3",1
14666,"TR-31",0,"34.68","","","","0.6",0
14667,"TR-31G",6,"34.68","","","","0.5",1
14668,"TR-31W",2,"34.68","","","","0.6",0
14669,"TR-33",1,"34.68","","","","0.5",1
14670,"TR-33G",3,"34.68","","","","0.5",0
14671,"TR-33W",2,"34.68","","","","0.5",0
14672,"V-57.2",2,"51.42","","","","0.8",0
14673,"K-TD.2",3,"20.94","","","","0.4",1
14710,20187423,0,"105.63","","","134.00","0.8",1
14735,1946,0,"202.13","","","380.00","6.4",0
14744,21116181,14,"601.66","","","847.00","6.7",0
14768,8033,0,"1.89","","","3.16","0.1",1
14769,8022,2,"53.80","","","89.67","0.6",1
14771,8232,5,"7.27","","","15.17","0.41",1
14775,20188082,2,"121.60","","","152.00","0.8",0
14776,21118237,5,"725.97","","","1022.00","7.6",0
14781,20193744,8,"205.99","","","290.00","1.7",0
14783,20188074,3,"303.44","","","399.00","2.8",0
14847,8263,4,"29.07","","","48.43","5.6",0
14860,"010-10327-00",12,"102.39","","","149.99","1.8",0
14863,"AT140",0,"444.32","","","710.00","7.2",0
14882,"AG226",0,"247.49","","","329.99",16,0
14883,"AG126",0,"247.49","","","329.99",16,0
14884,"TP125",1,"127.49","","","169.99","1.9",0
14907,"5235-XT",8,"77.09","","","180.95","4.1",0
14908,4006,6,"16.53","","","35.95","0.6",1
14909,414,40,"6.27","","","11.95","0.2",1
14911,"4188-SL",37,"39.94","","","102.95","3.2",0
14928,"FNB-80LI",2,"75.00","","","100.00","0.2",1
14934,"SU-1",0,"37.50","","","45.00","0.1",1
14935,"010-10279-01",0,"53.44","","","76.35","0.9",1
14937,"M81190",5,"158.32","","","189.99","1.2",0
14941,"ANCHORMAX",1,"538.12","","","1076.25",18,0
14942,"3FB016U2",0,"432.50","","","865.00","2.5",0
14943,"3FB013U1",0,"432.50","","","865.00","2.2",0
14960,"CMP460",37,"51.75","","","69.00","0.4",1
14968,"22040A",0,"335.10","","","532.99","7.5",0
14974,"99-11",6,"33.24","","","39.95","0.3",1
15008,1941,0,"6879.79","","","12934.00",67,0
15022,"NET-DWN-CBL",0,"48.00","","","60.00","0.7",1
15023,"010-10305-01",0,"12.60","","","17.99","0.26",1
15028,"D031",0,"62.49","","","74.99","1.3",0
15032,"OPC1147N",3,"50.53","","","79.00","1.3",0
15038,"93-12155SP-A",1,"286.63","","","560.51","7.8",0
15042,"93-12305SP-A",5,"374.33","","","732.02","10.1",0
15043,"93-12405SP-A",0,"447.67","","","875.43","13.4",0
15044,"93-12605SP-A",6,"594.35","","","1162.28","13.8",0
15046,"93-24205SP-A",0,"462.33","","","904.12","12.4",0
15047,"93-24305SP-A",0,"550.34","","","1076.23","13.6",0
15048,"93-24405SP-A",1,"771.53","","","1508.78","13.4",0
15080,4721,24,"11.17","","","20.95","0.4",1
15111,"235DHT-MSE",1,"380.00","","","475.00","4.1",0
